1.5,0
1.50289,-0.00207497
1.50293,-0.00562445
1.50008,-0.00776179
1.49666,-0.00674468
1.49548,-0.00340413
1.4975,-0.000481596
1.50106,-0.000373868
1.50326,-0.00316768
1.50231,-0.00658817
1.49897,-0.00785301
1.49598,-0.00592929
1.49578,-0.00239196
1.49854,-0.000144835
1.50199,-0.00102871
1.50333,-0.00432098
1.50145,-0.00734308
1.49789,-0.00763517
1.49556,-0.00495737
1.49637,-0.00150486
1.49965,-0.000111464
1.50272,-0.00191669
1.50308,-0.00544803
1.50043,-0.00783352
1.49694,-0.0071294
1.49545,-0.00391026
1.49719,-0.000817388
1.50073,-0.000387937
1.50318,-0.0029717
1.50254,-0.00646409
1.49933,-0.00802462
1.49617,-0.00637974
1.49565,-0.00287536
1.49819,-0.000388062
1.50172,-0.000956196
1.50334,-0.00411459
1.50175,-0.00729303
1.49824,-0.00790508
1.49567,-0.00544974
1.49615,-0.00193905
1.49929,-0.000254801
1.50251,-0.0017752
1.50319,-0.00525934
1.50078,-0.00787341
1.49723,-0.00748823
1.49546,-0.00441736
1.49691,-0.00117979
1.50039,-0.000431965
1.50307,-0.00278424
1.50275,-0.0063198
1.49969,-0.00816325
1.4964,-0.006811
1.49556,-0.00336878
1.49786,-0.000661846
1.50142,-0.000909328
1.50333,-0.00390773
1.50203,-0.00721639
1.49859,-0.00814347
1.4958,-0.00593112
1.49596,-0.00239146
1.49893,-0.00043017
1.50228,-0.00165299
1.50328,-0.00506118
1.50111,-0.00788236
1.49754,-0.00781946
1.49549,-0.00492251
1.49664,-0.00156714
1.50005,-0.000506929
1.50292,-0.00260813
1.50292,-0.00615774
1.50005,-0.00826901
1.49665,-0.00722074
1.49549,-0.00386941
1.49754,-0.000965256
1.50111,-0.000889821
1.50328,-0.00370338
1.50229,-0.00711504
1.49894,-0.0083496
1.49597,-0.00639876
1.4958,-0.00285965
1.49858,-0.000637463
1.50203,-0.00155238
1.50333,-0.00485645
1.50143,-0.00786154
1.49787,-0.00812157
1.49556,-0.00542277
1.4964,-0.00197753
1.49969,-0.000613547
1.50275,-0.00244614
1.50307,-0.00598052
1.50041,-0.00834224
1.49692,-0.00760681
1.49546,-0.00437439
1.49723,-0.00129711
1.50078,-0.000899171
1.5032,-0.00350453
1.50253,-0.00699105
1.49931,-0.00852299
1.49616,-0.00685002
1.49567,-0.00334102
1.49824,-0.000876298
1.50175,-0.00147552
1.50335,-0.00464811
1.50173,-0.00781236
1.49821,-0.0083933
1.49567,-0.00591525
1.49618,-0.00240887
